iter	MultiRMSE
434	0.2575978401
435	0.2575850241
436	0.2575703501
437	0.2575565537
438	0.257546602
439	0.2575213345
440	0.2575107495
441	0.2574884355
442	0.2574686819
443	0.25745661
444	0.257446131
445	0.2574358652
446	0.2574245689
447	0.2574019464
448	0.2573913461
449	0.2573785448
450	0.2573673091
451	0.2573541448
452	0.2573375545
453	0.2573283965
454	0.25731548
455	0.2572931902
456	0.2572814299
457	0.2572682423
458	0.2572565428
459	0.2572454682
460	0.2572240177
461	0.25721095
462	0.2571866265
463	0.2571698541
464	0.2571530835
465	0.257142489
466	0.2571325178
467	0.2571192007
468	0.2571130707
469	0.2570971683
470	0.2570793258
471	0.2570679959
472	0.2570509366
473	0.2570376777
474	0.257029891
475	0.2570165947
476	0.257001308
477	0.2569847052
478	0.2569701358
479	0.2569592341
480	0.2569464114
481	0.2569272094
482	0.2569157887
483	0.2568930249
484	0.2568828589
485	0.2568745818
486	0.2568588568
487	0.2568426491
488	0.2568366675
489	0.2568096085
490	0.2567972873
491	0.2567861373
492	0.2567745495
493	0.2567625503
494	0.2567435399
495	0.2567275309
496	0.2567112749
497	0.25670095
498	0.2566862709
499	0.2566720992
500	0.2566549424
501	0.2566370722
502	0.2566306398
503	0.2566186985
504	0.2566041138
505	0.2565921715
506	0.2565797033
507	0.2565692702
508	0.2565561849
509	0.2565460534
510	0.2565286252
511	0.2565156499
512	0.2564996632
513	0.2564831876
514	0.2564690796
515	0.256449486
516	0.2564264578
517	0.2564176353
518	0.2564025082
519	0.2563875263
520	0.2563677172
521	0.2563557974
522	0.2563426864
523	0.2563327488
524	0.2563221563
525	0.2563137161
526	0.2562953663
527	0.2562811451
528	0.2562722221
529	0.2562465681
530	0.2562332687
531	0.2562168321
532	0.2561961519
533	0.2561812919
534	0.2561612924
535	0.2561504075
536	0.2561382462
537	0.2561226681
538	0.2561144429
539	0.2561045416
540	0.2560952989
541	0.2560787189
542	0.2560634022
543	0.2560524202
544	0.2560351419
545	0.2560281787
546	0.256017725
547	0.2560070879
548	0.2559959928
549	0.2559886873
550	0.2559667559
551	0.2559510856
552	0.2559431271
553	0.2559294438
554	0.2559193644
555	0.2559042392
556	0.2558926216
557	0.2558836938
558	0.2558728161
559	0.2558613048
560	0.2558392629
561	0.2558248353
562	0.2558124821
563	0.2558024189
564	0.25578764
565	0.255772656
566	0.2557632026
567	0.2557520197
568	0.255738821
569	0.2557200787
570	0.2556992433
571	0.2556888842
572	0.2556783957
573	0.2556702018
574	0.2556537795
575	0.2556435358
576	0.255633667
577	0.255619557
578	0.2556012682
579	0.2555911248
580	0.2555816762
581	0.2555700312
582	0.2555560812
583	0.2555491564
584	0.2555406736
585	0.2555304988
586	0.255510373
587	0.2554926719
588	0.2554777401
589	0.2554631795
590	0.255448147
591	0.2554363329
592	0.2554243733
593	0.2554084923
594	0.2554001248
595	0.2553901949
596	0.255378841
597	0.2553679461
598	0.2553554012
599	0.2553458622
600	0.2553379717
601	0.2553246042
602	0.2553107509
603	0.2553006134
604	0.2552799597
605	0.255270005
606	0.255261323
607	0.2552381355
608	0.2552174282
609	0.2552063323
610	0.2551988697
611	0.2551900115
612	0.2551764564
613	0.2551625761
614	0.2551504019
615	0.2551417611
616	0.25512636
617	0.255118046
618	0.2550989681
619	0.2550917757
620	0.2550799165
621	0.2550674596
622	0.2550507352
623	0.2550224675
624	0.2550107377
625	0.2549912604
626	0.2549817907
627	0.2549729082
628	0.2549639136
629	0.2549476797
630	0.2549349349
631	0.2549204056
632	0.2549001019
633	0.2548839698
634	0.2548668017
635	0.2548457163
636	0.2548258333
637	0.254817398
638	0.2547982426
639	0.2547866975
640	0.2547691082
641	0.2547489234
642	0.2547388081
643	0.2547226397
644	0.2547062427
645	0.2546895098
646	0.2546823583
647	0.2546692305
648	0.2546537659
649	0.2546426169
650	0.254634196
651	0.2546204304
652	0.2546011642
653	0.2545879622
654	0.2545733738
655	0.2545577163
656	0.2545496936
657	0.2545383298
658	0.254528263
659	0.2545131814
660	0.2545008522
661	0.2544835269
662	0.2544757465
663	0.2544596316
664	0.2544491727
665	0.2544337122
666	0.254420905
667	0.2544046761
668	0.2543945943
669	0.2543852256
670	0.2543735739
671	0.2543632635
672	0.2543522104
673	0.2543313998
674	0.2543140414
675	0.2543020479
676	0.2542778553
677	0.2542656625
678	0.2542570627
679	0.2542429273
680	0.2542281209
681	0.2542191383
682	0.254208254
683	0.254195463
684	0.2541844283
685	0.2541744322
686	0.2541571987
687	0.254143974
688	0.2541224564
689	0.2541123241
690	0.2541008438
691	0.2540903841
692	0.2540782693
693	0.254070072
694	0.2540610736
695	0.2540462453
696	0.2540346217
697	0.25401704
698	0.254006761
699	0.2539932249
700	0.2539831072
701	0.2539610583
702	0.2539489904
703	0.2539291463
704	0.2539165428
705	0.2538998592
706	0.2538871973
707	0.2538641697
708	0.2538445206
709	0.2538218321
710	0.2538031077
711	0.2537834973
712	0.2537691025
713	0.2537390385
714	0.2537248058
715	0.2537135658
716	0.2536976253
717	0.2536849473
718	0.2536707482
719	0.2536587036
720	0.2536460653
721	0.2536272814
722	0.2536166328
723	0.2536055862
724	0.2535876211
725	0.2535777909
726	0.2535597354
727	0.2535446284
728	0.2535303738
729	0.253515291
730	0.2535056372
731	0.2534931338
732	0.2534776605
733	0.2534650024
734	0.2534489696
735	0.2534410928
736	0.2534240414
737	0.2534118051
738	0.2533968626
739	0.2533732673
740	0.2533618375
741	0.253337691
742	0.2533240025
743	0.2533093311
744	0.2532968985
745	0.2532877339
746	0.2532798447
747	0.2532622777
748	0.2532481112
749	0.2532306717
750	0.253216168
751	0.2532006575
752	0.2531857318
753	0.253174476
754	0.2531642997
755	0.2531395914
756	0.2531227639
757	0.2531150085
758	0.2530982736
759	0.2530873084
760	0.2530699522
761	0.2530527244
762	0.253021532
763	0.2530097297
764	0.2529957845
765	0.2529857567
766	0.2529693164
767	0.252958281
768	0.2529501564
769	0.2529330114
770	0.2529235636
771	0.2529059795
772	0.2528954745
773	0.2528866611
774	0.2528704553
775	0.2528581033
776	0.2528454051
777	0.2528344909
778	0.2528252978
779	0.2528148771
780	0.2528047343
781	0.2527889888
782	0.2527781879
783	0.2527670078
784	0.2527505102
785	0.2527386029
786	0.2527245522
787	0.2527140542
788	0.2527026532
789	0.2526888637
790	0.2526746299
791	0.2526636136
792	0.2526451996
793	0.2526355981
794	0.2526210709
795	0.2526085719
796	0.2525984943
797	0.2525851502
798	0.2525742624
799	0.2525641149
800	0.2525500362
801	0.2525285841
802	0.2525133562
803	0.2524998629
804	0.2524849228
805	0.2524733148
806	0.252458378
807	0.2524430018
808	0.252420907
809	0.2524079617
810	0.2523952414
811	0.2523770081
812	0.2523596054
813	0.2523393019
814	0.2523255437
815	0.2523165888
816	0.252305771
817	0.2522923107
818	0.2522776584
819	0.2522596808
820	0.252245637
821	0.2522353267
822	0.2522226526
823	0.2522081614
824	0.2521843734
825	0.2521683751
826	0.2521565406
827	0.2521388644
828	0.2521276632
829	0.2521168696
830	0.2521048838
831	0.2520911324
832	0.2520773226
833	0.2520555079
834	0.2520424833
835	0.2520259022
836	0.2520115587
837	0.2519995367
838	0.2519864693
839	0.251964945
840	0.2519393528
841	0.2519234612
842	0.2519066012
843	0.251896597
844	0.2518758022
845	0.2518593996
846	0.2518472684
847	0.251833934
848	0.251812489
849	0.2517974794
850	0.2517764787
851	0.2517633881
852	0.2517475979
853	0.2517339812
854	0.2517209422
855	0.2517115734
856	0.2516968412
857	0.2516866664
858	0.2516697635
859	0.2516579015
860	0.2516416097
861	0.2516279559
862	0.2516158515
863	0.2516039932
864	0.2515896646
865	0.2515788095
866	0.2515691111
867	0.2515591195
868	0.2515502408
869	0.2515401722
870	0.2515266929
871	0.2515108239
872	0.2514932759
873	0.2514788371
874	0.2514666383
875	0.2514578952
876	0.2514444489
877	0.2514354898
878	0.2514187335
879	0.2514067676
880	0.2513954611
881	0.2513793529
882	0.2513664867
883	0.2513523831
884	0.2513404385
885	0.2513255892
886	0.2513118858
887	0.25129765
888	0.2512881504
889	0.2512762664
890	0.2512615224
891	0.2512459911
892	0.251234812
893	0.2512273343
894	0.2512107199
895	0.2511955762
896	0.251185485
897	0.2511756708
898	0.2511668615
899	0.2511583766
900	0.2511462928
901	0.2511362047
902	0.2511274063
903	0.2511133066
904	0.2511013112
905	0.2510883179
906	0.2510765079
907	0.2510568994
908	0.2510460672
909	0.2510378979
910	0.2510272688
911	0.2510129188
912	0.2509962545
913	0.250984972
914	0.2509698733
915	0.2509619201
916	0.2509499372
917	0.2509388135
918	0.2509290335
919	0.2509195717
920	0.2509049245
921	0.2508883379
922	0.2508791217
923	0.2508694156
924	0.2508571446
925	0.250849802
926	0.2508413983
927	0.2508310691
928	0.2508115441
929	0.2507969849
930	0.2507873086
931	0.2507789542
932	0.2507693422
933	0.2507511838
934	0.2507415477
935	0.2507123997
936	0.2507020395
937	0.250689778
938	0.2506753554
939	0.2506655314
940	0.2506522833
941	0.2506412383
942	0.2506314907
943	0.2506117082
944	0.2505981829
945	0.2505880068
946	0.2505762997
947	0.2505623804
948	0.2505487576
949	0.2505385087
950	0.2505326962
951	0.2505207275
952	0.2505138397
953	0.2505008727
954	0.2504830216
955	0.2504729437
956	0.2504596079
957	0.2504492563
958	0.2504247473
959	0.2504132848
960	0.2504022446
961	0.2503867696
962	0.2503761485
963	0.2503632063
964	0.2503556452
965	0.2503380192
966	0.250322154
967	0.250313667
968	0.2503040326
969	0.2502938743
970	0.2502853201
971	0.250270393
972	0.2502578581
973	0.2502383954
974	0.2502293849
975	0.2502178104
976	0.2502018776
977	0.2501867056
978	0.2501683526
979	0.250158927
980	0.2501471153
981	0.2501317383
982	0.2501175139
983	0.2501097071
984	0.2500982395
985	0.2500817326
986	0.2500686064
987	0.250055178
988	0.250030978
989	0.2500207471
990	0.250001244
991	0.2499929073
992	0.2499823676
993	0.2499669136
994	0.2499572046
995	0.2499451775
996	0.2499334296
997	0.2499212159
998	0.2499096143
999	0.2498979289
1000	0.2498791762
1001	0.2498712071
1002	0.2498634202
1003	0.2498527027
1004	0.2498417849
1005	0.2498305666
1006	0.2498145636
1007	0.2498014412
1008	0.2497890454
1009	0.2497731029
1010	0.2497579281
1011	0.249748253
1012	0.2497399904
1013	0.2497284567
1014	0.24971378
1015	0.2497052826
1016	0.2496961142
1017	0.2496855182
1018	0.2496752911
1019	0.2496665468
1020	0.2496527257
1021	0.2496437127
1022	0.2496334166
1023	0.2496191778
1024	0.2496092424
1025	0.249596525
1026	0.2495852335
1027	0.2495757664
1028	0.2495617318
1029	0.2495462452
1030	0.2495323503
1031	0.24951718
1032	0.2495069095
1033	0.2494944637
1034	0.2494811375
1035	0.2494690104
1036	0.2494538791
1037	0.2494434125
1038	0.2494341467
1039	0.249424741
1040	0.2494138799
1041	0.2493941062
1042	0.2493820278
1043	0.2493721371
1044	0.2493588779
1045	0.2493481569
1046	0.2493345851
1047	0.2493246522
1048	0.2493182451
1049	0.2493088897
1050	0.2492951753
1051	0.2492827249
1052	0.2492725084
1053	0.2492582355
1054	0.2492454335
1055	0.2492302713
1056	0.2492115758
1057	0.2491956221
1058	0.24917817
1059	0.249165887
1060	0.2491579026
1061	0.2491495709
1062	0.2491376276
1063	0.2491281121
1064	0.2491162372
1065	0.2491059612
1066	0.2490948899
1067	0.249076511
1068	0.249068126
1069	0.2490434265
1070	0.2490289406
1071	0.2490188729
1072	0.2490037258
1073	0.2489891982
1074	0.2489745294
1075	0.2489611763
1076	0.2489434085
1077	0.2489310169
1078	0.2489176029
1079	0.2489059214
1080	0.2488967568
1081	0.2488862096
1082	0.2488770738
1083	0.2488661106
1084	0.2488582911
1085	0.2488390412
1086	0.2488257069
1087	0.2488147245
1088	0.2487969673
1089	0.2487833902
1090	0.2487725671
1091	0.2487631181
1092	0.2487537935
1093	0.2487427608
1094	0.248734882
1095	0.2487244229
1096	0.2487177207
1097	0.2487078986
1098	0.248692123
1099	0.2486776851
1100	0.2486691735
1101	0.2486586169
1102	0.2486471122
1103	0.2486321143
1104	0.2486197654
1105	0.2485986012
1106	0.2485922114
1107	0.2485799037
1108	0.2485676121
1109	0.2485564495
1110	0.2485451061
1111	0.2485355944
1112	0.2485208511
1113	0.248506252
1114	0.2484926291
1115	0.248473756
1116	0.2484654685
1117	0.2484545579
1118	0.2484481124
1119	0.2484377166
1120	0.2484302747
1121	0.2484215216
1122	0.2484075523
1123	0.2483936248
1124	0.2483880741
1125	0.248377084
1126	0.2483688723
1127	0.2483530312
1128	0.2483466391
1129	0.2483355921
1130	0.2483241483
1131	0.248310985
1132	0.2483032146
1133	0.248292607
1134	0.2482837301
1135	0.2482747578
1136	0.2482642912
1137	0.2482541407
1138	0.2482428874
1139	0.2482272584
1140	0.2482135225
1141	0.2482008236
1142	0.2481937228
1143	0.2481824881
1144	0.2481665109
1145	0.2481453222
1146	0.2481360957
1147	0.2481207908
1148	0.2481085797
1149	0.2480986572
1150	0.248087683
1151	0.2480749945
1152	0.248062216
1153	0.2480483862
1154	0.2480387648
1155	0.2480239579
1156	0.248008838
1157	0.2479896693
1158	0.2479802698
1159	0.2479557217
1160	0.2479441876
1161	0.2479367802
1162	0.2479254881
1163	0.2479145914
1164	0.2479037602
1165	0.2478893157
1166	0.2478758341
1167	0.2478653204
1168	0.2478535303
1169	0.2478363667
1170	0.2478237962
1171	0.2478150125
1172	0.2477989069
1173	0.247787551
1174	0.2477780427
1175	0.2477659226
1176	0.2477519202
1177	0.2477402108
1178	0.2477301787
1179	0.247718481
1180	0.2477094699
1181	0.2476981871
1182	0.2476835214
1183	0.247668957
1184	0.2476570755
1185	0.2476461092
1186	0.247636307
1187	0.2476258743
1188	0.2476073861
1189	0.2475816346
1190	0.247571031
1191	0.2475635549
1192	0.2475485325
1193	0.2475402022
1194	0.2475287782
1195	0.2475098419
1196	0.2474971891
1197	0.2474798013
1198	0.2474715928
1199	0.247463421
1200	0.2474534752
1201	0.2474365444
1202	0.2474256736
1203	0.2474135126
1204	0.2473985453
1205	0.2473845321
1206	0.2473734747
1207	0.2473579189
1208	0.2473473837
1209	0.2473396064
1210	0.2473271148
1211	0.2473152774
1212	0.2473049088
1213	0.24729515
1214	0.2472828046
1215	0.2472718856
1216	0.2472522691
1217	0.2472413354
1218	0.2472316507
1219	0.2472189948
1220	0.247207453
1221	0.2471932651
1222	0.2471830079
1223	0.2471722904
1224	0.2471623797
1225	0.2471518762
1226	0.247140756
1227	0.2471299766
1228	0.2471159458
1229	0.2471052166
1230	0.2470885482
1231	0.2470782015
1232	0.2470697569
1233	0.2470619276
1234	0.247054737
1235	0.2470397981
1236	0.247026808
1237	0.247019021
1238	0.2470049155
1239	0.2469863351
1240	0.2469751451
1241	0.2469629317
1242	0.2469503178
1243	0.2469401927
1244	0.2469267233
1245	0.2469183437
1246	0.2469077884
1247	0.2468990038
1248	0.2468846823
1249	0.2468715082
1250	0.2468589687
1251	0.2468476664
1252	0.2468373966
1253	0.2468256904
1254	0.2468184156
1255	0.2468078589
1256	0.2467985293
1257	0.246790489
1258	0.2467812623
1259	0.2467742787
1260	0.2467644713
1261	0.2467546871
1262	0.2467460244
1263	0.2467397626
1264	0.2467307789
1265	0.2467135391
1266	0.2466972639
1267	0.2466807193
1268	0.2466687302
1269	0.2466595033
1270	0.246650177
1271	0.2466372613
1272	0.24662605
1273	0.2466144189
1274	0.2466072406
1275	0.2465937639
1276	0.2465835313
1277	0.2465744454
1278	0.2465605261
1279	0.24654101
1280	0.2465266162
1281	0.2465152313
1282	0.2465045378
1283	0.246492565
1284	0.2464846082
1285	0.2464702695
1286	0.2464615939
1287	0.2464407392
1288	0.2464322175
1289	0.2464220129
1290	0.246409973
1291	0.2463945291
1292	0.2463817859
1293	0.2463766959
1294	0.2463694672
1295	0.2463550285
1296	0.2463462012
1297	0.2463370288
1298	0.2463170481
1299	0.2463014492
1300	0.2462885672
1301	0.2462749541
1302	0.246265434
1303	0.2462577465
1304	0.2462481902
1305	0.2462408371
1306	0.2462305633
1307	0.2462212077
1308	0.2462090601
1309	0.2461927584
1310	0.2461827513
1311	0.2461736983
1312	0.2461635646
1313	0.2461549564
1314	0.2461447984
1315	0.2461345081
1316	0.2461229479
1317	0.2461143563
1318	0.2461078055
1319	0.2460923128
1320	0.246082217
1321	0.2460680654
1322	0.2460582261
1323	0.2460468355
1324	0.2460365259
1325	0.2460253576
1326	0.2460125486
1327	0.2459970763
1328	0.2459881852
1329	0.2459659659
1330	0.2459491384
1331	0.2459382711
1332	0.2459298023
1333	0.2459236384
1334	0.2459117139
1335	0.2458986909
1336	0.2458892983
1337	0.2458776254
1338	0.2458566196
1339	0.245847347
1340	0.2458362133
1341	0.2458274955
1342	0.2458159567
1343	0.2458028186
1344	0.2457929742
1345	0.2457784582
1346	0.2457696989
1347	0.2457630934
1348	0.2457500421
1349	0.2457431852
1350	0.2457330749
1351	0.2457233024
1352	0.2457151866
1353	0.2456978987
1354	0.2456862984
1355	0.2456709301
1356	0.2456613234
1357	0.2456490532
1358	0.2456331955
1359	0.2456245486
1360	0.245614086
1361	0.2456017394
1362	0.2455928697
1363	0.2455814939
1364	0.2455723324
1365	0.2455637946
1366	0.2455557034
1367	0.2455457977
1368	0.2455348777
1369	0.2455306599
1370	0.2455209785
1371	0.2455122957
1372	0.2454988371
1373	0.2454906124
1374	0.2454802945
1375	0.2454670576
1376	0.2454569041
1377	0.2454424301
1378	0.2454250184
1379	0.2454170638
1380	0.2453971975
1381	0.2453858516
1382	0.2453779398
1383	0.2453570257
1384	0.245348941
1385	0.2453408787
1386	0.2453277758
1387	0.2453140001
1388	0.2453034049
1389	0.2452863312
1390	0.2452792983
1391	0.2452728626
1392	0.2452609289
1393	0.24524496
1394	0.2452282216
1395	0.2452100227
1396	0.2452002925
1397	0.2451880219
1398	0.2451803871
1399	0.2451704827
1400	0.2451558774
1401	0.2451479566
1402	0.2451372966
1403	0.2451237211
1404	0.245109113
1405	0.2450970863
1406	0.2450836811
1407	0.245075586
1408	0.2450622506
1409	0.2450543101
1410	0.2450443409
1411	0.2450294909
1412	0.2450183881
1413	0.2450079427
1414	0.24499656
1415	0.2449837752
1416	0.2449696841
1417	0.2449592425
1418	0.2449457166
1419	0.2449367432
1420	0.2449267376
1421	0.2449141436
1422	0.2449079596
1423	0.2448990248
1424	0.2448923709
1425	0.2448818694
1426	0.2448730306
1427	0.2448643482
1428	0.2448537305
1429	0.2448373449
1430	0.2448258351
1431	0.2448159849
1432	0.2448075746
1433	0.24479669
1434	0.2447735928
1435	0.2447567557
1436	0.2447502627
1437	0.2447433876
1438	0.2447346774
1439	0.244727092
1440	0.2447187083
1441	0.2447080213
1442	0.2446992915
1443	0.2446909479
1444	0.2446807382
1445	0.2446641489
1446	0.2446494731
1447	0.2446359362
1448	0.2446270279
1449	0.24460983
1450	0.2446003272
1451	0.2445917061
1452	0.2445835079
1453	0.2445761457
1454	0.2445668493
1455	0.2445431498
1456	0.2445342873
1457	0.2445240473
1458	0.2445168239
1459	0.2445042969
1460	0.2444967179
1461	0.2444836393
1462	0.244473711
1463	0.2444652849
1464	0.2444558237
1465	0.2444451984
1466	0.2444314707
1467	0.2444167233
1468	0.2444074399
1469	0.2444018264
1470	0.2443938247
1471	0.2443809653
1472	0.2443740953
1473	0.2443542844
1474	0.2443430132
1475	0.2443300365
1476	0.2443197925
1477	0.2443000698
1478	0.2442894519
1479	0.2442786621
1480	0.2442635844
1481	0.2442571211
1482	0.2442495107
1483	0.2442359478
1484	0.2442135817
1485	0.2442032437
1486	0.2441911148
1487	0.2441784446
1488	0.244166081
1489	0.2441536725
1490	0.2441436702
1491	0.2441204795
1492	0.2441079139
1493	0.2441007282
1494	0.2440919714
1495	0.2440820334
1496	0.2440721472
1497	0.2440628922
1498	0.2440555828
1499	0.2440385987
