,0
abs_mean_w200_vs_ref,973.2616438865662
rollmean16_skew_w100,971.8283143043518
sign_skew,964.2296757698059
abs_q25_ratio,962.8479342460632
abs_std_w200_vs_ref,959.754852771759
sign_kurt,958.6098928451538
cumsum_kurt_w500_vs_ref,954.1263065338135
logabs_std_w200_vs_ref,949.927915096283
abs_std_w200,947.661425113678
logabs_skew_w500_vs_ref,945.2443208694458
diff_kurt_w200,942.4590830802917
logabs_kurt_w200,938.2494874000549
diff_std_w100,927.1620030403137
diff2_mean_ratio,926.8990273475647
cumsum_kurt_w200_vs_ref,923.5240159034729
rollmean16_skew_w50_vs_ref,923.3362574577332
square_std,921.2306132316589
square_min,913.7016296386719
logabs_mean_w100_vs_ref,912.849636554718
abs_std_w20_vs_ref,910.5669136047363
rollstd16_std_w50,902.8114800453186
diff2_std_w200,898.8814573287964
z_skew_w100,894.0575857162476
logabs_skew_w500,892.2546319961548
square_skew_w50_vs_ref,880.1426477432251
diff2_skew_w100_vs_ref,877.401978969574
logabs_cov_vs_ref,868.2566566467285
diff_skew_w20_vs_ref,863.1276187896729
diff2_skew_w200,859.7350196838379
abs_skew,856.9597716331482
square_std_w500_vs_ref,850.6651563644409
z_kurt_w50,850.0347929000854
abs_std_w500,846.376217842102
square_skew_w200,840.7096228599548
rollstd16_mean,840.6990456581116
diff2_std_w500,839.7982158660889
diff_std_w50_vs_ref,837.9907007217407
abs_q75,833.7940220832825
z_q25_vs_ref,832.9938540458679
logabs_q75,830.3320112228394
diff2_kurt_w500,827.5036129951477
square_skew_w100_vs_ref,822.1820693016052
abs_std,820.0587048530579
cp_mean_drift,817.8666772842407
z_skew_w50_vs_ref,817.7522969245911
square_q25_ratio,811.6252164840698
diff_kurt_w100,808.5288639068604
rollmean16_kurt_w50,807.6525211334229
square_q75_ratio,807.2416625022888
rank_cov,806.7133502960205
diff2_std_w500_vs_ref,805.406174659729
abs_kurt,804.7774896621704
abs_skew_w500,804.7354006767273
square_median_vs_ref,804.1525874137878
cumsum_mean_w20,803.84468126297
rank_std_w200,803.5051040649414
rank_skew_w200,801.9956884384155
abs_kurt_w20_vs_ref,793.8277254104614
rank_q25,791.9375262260437
square_std_w100_vs_ref,789.0068740844727
square_std_w200,788.4523320198059
abs_kurt_w200_vs_ref,786.0322728157043
cumsum_skew_w50_vs_ref,780.3839111328125
cumsum_std_w100,778.88813829422
abs_skew_w500_vs_ref,772.8388209342957
logabs_kurt_w50_vs_ref,771.4457392692566
cumsum_mean_w50,770.6259641647339
rank_skew_w100,769.6972041130066
diff_kurt_w50,767.0505657196045
diff2_skew_w50_vs_ref,765.4225316047668
logabs_mean_ratio,760.4101796150208
