iter	RMSE
148	0.2051060194
149	0.2050798437
150	0.205054378
151	0.2050330728
152	0.2050096828
153	0.2049852074
154	0.204961415
155	0.2049396897
156	0.2049132142
157	0.2048904734
158	0.2048575429
159	0.2048254135
160	0.2048042287
161	0.2047869554
162	0.2047665839
163	0.2047412088
164	0.2047199423
165	0.2046978438
166	0.2046713121
167	0.2046518133
168	0.2046317196
169	0.2045993169
170	0.204575365
171	0.2045530911
172	0.2045285102
173	0.2045056849
174	0.204485271
175	0.20446835
176	0.2044382986
177	0.2044198742
178	0.2043908527
179	0.2043743416
180	0.204346706
181	0.204318571
182	0.2042987837
183	0.2042703658
184	0.2042419047
185	0.2042139037
186	0.2041811747
187	0.2041506681
188	0.2041277716
189	0.2041103924
190	0.204088403
191	0.204061304
192	0.2040309907
193	0.2040101374
194	0.203995643
195	0.2039739405
196	0.2039524038
197	0.2039321435
198	0.2039133853
199	0.2038900437
200	0.203873608
201	0.2038522669
202	0.2038320075
203	0.2038174416
204	0.2037969265
205	0.203780346
206	0.2037607428
207	0.2037371897
208	0.2037138517
209	0.2037005419
210	0.2036824367
211	0.2036652466
212	0.2036503377
213	0.2036275196
214	0.2036157966
215	0.2035931658
216	0.2035746123
217	0.203561918
218	0.2035320229
219	0.2035083696
220	0.2034912162
221	0.2034666125
222	0.2034450536
223	0.2034261103
224	0.203409255
225	0.2033796119
226	0.2033526612
227	0.2033342339
228	0.2033082705
229	0.2032842732
230	0.2032668889
231	0.2032496273
232	0.2032317265
233	0.2032082601
234	0.2031930513
235	0.2031777806
236	0.2031553159
237	0.2031361791
238	0.2031162985
239	0.2030941883
240	0.2030778343
241	0.2030653581
242	0.2030411959
243	0.2030253686
244	0.2030111263
245	0.2029881906
246	0.2029689721
247	0.2029516698
248	0.2029319843
249	0.202917198
250	0.2029007633
251	0.2028831042
252	0.2028583297
253	0.2028472617
254	0.2028271504
255	0.2028020187
256	0.202782955
257	0.2027610138
258	0.2027439935
259	0.2027269016
260	0.2027165093
261	0.2026960688
262	0.2026836925
263	0.2026574589
264	0.2026397407
265	0.2026237432
266	0.2026106393
267	0.2025959005
268	0.2025802557
269	0.2025564498
270	0.2025403563
271	0.2025225842
272	0.2025038705
273	0.2024829105
274	0.2024634841
275	0.2024400643
276	0.2024257363
277	0.2024085365
278	0.2023913209
279	0.2023740823
280	0.202356534
281	0.2023435789
282	0.2023237723
283	0.2023143646
284	0.2022947476
285	0.2022770512
286	0.2022599496
287	0.2022392305
288	0.2022232437
289	0.2022068873
290	0.2021831888
291	0.2021626193
292	0.2021420354
293	0.2021241181
294	0.2021152165
295	0.2020964472
296	0.2020818078
297	0.2020687126
298	0.2020573003
299	0.2020411706
300	0.202025143
301	0.2020102102
302	0.201995896
303	0.2019770523
304	0.2019633704
305	0.2019405121
306	0.2019247958
307	0.2019102671
308	0.2018988324
309	0.2018748994
310	0.2018570493
311	0.2018470987
312	0.2018355792
313	0.2018134143
314	0.2017980144
315	0.2017828358
316	0.2017663562
317	0.2017535226
318	0.201738773
319	0.2017201173
320	0.2017063995
321	0.2016960906
322	0.2016795588
323	0.2016656309
324	0.2016394632
325	0.2016246182
326	0.2015999112
327	0.2015859482
328	0.2015673531
329	0.2015460925
330	0.201527745
331	0.2015104081
332	0.2014954378
333	0.2014823794
334	0.2014649124
335	0.2014427515
336	0.2014248866
337	0.2014111988
338	0.2013991812
339	0.2013822967
340	0.2013657679
341	0.2013428684
342	0.2013235536
343	0.2013057492
344	0.2012868461
345	0.2012654597
346	0.2012554698
347	0.2012359426
348	0.2012173288
349	0.2012038357
350	0.2011856703
351	0.2011705583
352	0.2011608854
353	0.2011496139
354	0.2011352365
355	0.20112549
356	0.2011110715
357	0.2010915676
358	0.2010790263
359	0.2010666493
360	0.201052596
361	0.2010342174
362	0.2010243352
363	0.2010105741
364	0.2009967928
365	0.200987221
366	0.2009695064
367	0.2009524775
368	0.200931461
369	0.2009220571
370	0.2009073509
371	0.2008872335
372	0.2008734703
373	0.2008540812
374	0.2008355021
375	0.2008213868
376	0.2008030719
377	0.2007847036
378	0.2007659429
379	0.2007487355
380	0.2007283805
381	0.2007075315
382	0.200690116
383	0.200679069
384	0.2006667077
385	0.2006543542
386	0.2006342453
387	0.2006227408
388	0.200609784
389	0.2005973785
390	0.2005808283
391	0.200566779
392	0.200544205
393	0.2005248109
394	0.2005124579
395	0.2004999724
396	0.2004799122
397	0.2004622309
398	0.2004528801
399	0.2004295204
400	0.2004202876
401	0.2004039797
402	0.200388919
403	0.2003756097
404	0.2003594258
405	0.2003436316
406	0.2003255432
407	0.20030271
408	0.2002876191
409	0.2002708756
410	0.2002590598
411	0.2002416407
412	0.2002275348
413	0.2002101783
414	0.200192313
415	0.2001782993
416	0.2001660623
417	0.2001555946
418	0.200139155
419	0.2001228292
420	0.2001124876
421	0.2001006343
422	0.2000853513
423	0.2000704474
424	0.2000597783
425	0.2000494115
426	0.2000360595
427	0.2000256032
428	0.2000058882
429	0.199991269
430	0.1999714102
431	0.199956634
432	0.1999385092
433	0.1999198424
434	0.1999074478
435	0.1998871275
436	0.1998755241
437	0.1998517727
438	0.1998432322
439	0.1998295671
440	0.1998194861
441	0.1998062127
442	0.1997922009
443	0.1997745021
444	0.199754565
445	0.1997437538
446	0.1997224311
447	0.1997067114
448	0.1996941428
449	0.1996765881
450	0.199666412
451	0.1996569281
452	0.1996443547
453	0.199628982
454	0.1996085491
455	0.1995889237
456	0.1995740637
457	0.1995580765
458	0.1995460212
459	0.1995276041
460	0.199518329
461	0.199508891
462	0.1994965474
463	0.1994825521
464	0.1994723654
465	0.1994624204
466	0.1994534351
467	0.1994365717
468	0.1994212991
469	0.1994086483
470	0.1993961576
471	0.1993877298
472	0.199371417
473	0.1993582536
474	0.199346047
475	0.199328453
476	0.1993139787
477	0.1992994117
478	0.1992858229
479	0.1992703839
480	0.1992554755
481	0.1992438731
482	0.1992295167
483	0.199217602
484	0.1992059442
485	0.1991876245
486	0.1991782678
487	0.1991600215
488	0.1991471235
489	0.1991281436
490	0.1991175719
491	0.1990991782
492	0.1990814033
493	0.199071011
494	0.1990638119
495	0.1990477308
496	0.1990335123
497	0.1990213839
498	0.1990067757
499	0.1989895647
500	0.1989736437
501	0.198956982
502	0.1989450585
503	0.1989326619
504	0.1989156132
505	0.1989028396
506	0.1988886939
507	0.1988743112
508	0.1988629503
509	0.1988545579
510	0.1988397827
511	0.1988324088
512	0.1988211746
513	0.1988029846
514	0.1987906179
515	0.1987775726
516	0.1987633107
517	0.1987491761
518	0.1987359551
519	0.1987266387
520	0.1987074682
521	0.1986890819
522	0.1986728861
523	0.1986603268
524	0.198642449
525	0.1986292933
526	0.19861294
527	0.1985968845
528	0.198578381
529	0.1985677896
530	0.1985493702
531	0.198530978
532	0.1985204955
533	0.1985057894
534	0.1984903552
535	0.1984798628
536	0.1984685679
537	0.1984553152
538	0.1984418352
539	0.1984253217
540	0.1984117349
541	0.198402438
542	0.198394016
543	0.1983757123
544	0.1983626646
545	0.1983450339
546	0.1983357756
547	0.1983171452
548	0.1983045425
549	0.1982857057
550	0.1982711941
551	0.1982586537
552	0.1982486026
553	0.1982375573
554	0.1982266642
555	0.1982133852
556	0.1982024579
557	0.1981937317
558	0.1981779261
559	0.1981661567
560	0.1981532893
561	0.1981402694
562	0.1981170569
563	0.1981061483
564	0.1980924515
565	0.1980821486
566	0.1980723405
567	0.1980573625
568	0.1980409653
569	0.1980305256
570	0.1980135668
571	0.1980034051
572	0.1979901726
573	0.1979832039
574	0.1979659322
575	0.1979576402
576	0.19794645
577	0.197932842
578	0.1979159031
579	0.1979002094
580	0.1978863738
581	0.197867026
582	0.1978533218
583	0.1978359135
584	0.1978236635
585	0.1978143204
586	0.1978005846
587	0.1977848469
588	0.1977652718
589	0.1977542133
590	0.1977389242
591	0.197721864
592	0.1977055529
593	0.1976881153
594	0.1976739197
595	0.1976550263
596	0.1976447029
597	0.1976274226
598	0.1976175933
599	0.1975942485
600	0.197584783
601	0.1975753629
602	0.1975605687
603	0.1975497244
604	0.1975360415
605	0.197513949
606	0.1975039489
607	0.197490345
608	0.1974782348
609	0.1974665248
610	0.1974538184
611	0.1974410785
612	0.1974220045
613	0.1974024147
614	0.1973897563
615	0.1973714697
616	0.1973633733
617	0.1973511956
618	0.1973354082
619	0.1973238295
620	0.1973088989
621	0.197297345
622	0.1972803362
623	0.1972595298
624	0.1972487492
625	0.1972347822
626	0.197218179
627	0.197198052
628	0.1971904687
629	0.1971648309
630	0.1971443671
631	0.1971282355
632	0.1971161457
633	0.1971006596
634	0.1970925569
635	0.1970827067
636	0.1970740268
637	0.1970620877
638	0.1970493936
639	0.1970380978
640	0.197022293
641	0.1970080058
642	0.1969863766
643	0.1969618939
644	0.1969443545
645	0.1969335682
646	0.1969123322
647	0.1969027062
648	0.1968872796
649	0.1968734674
650	0.1968612077
651	0.1968423908
652	0.1968273288
653	0.1968151039
654	0.1967975264
655	0.1967818598
656	0.1967652725
657	0.196755593
658	0.1967398822
659	0.1967289536
660	0.1967125298
661	0.1967004893
662	0.1966793915
663	0.1966657986
664	0.1966476193
665	0.1966296964
666	0.1966025884
667	0.1965856599
668	0.1965707739
669	0.1965630006
670	0.1965503729
671	0.1965353875
672	0.1965250064
673	0.1965111455
674	0.1964832787
675	0.1964621997
676	0.1964402508
677	0.1964157766
678	0.1964023599
679	0.1963852955
680	0.1963712935
681	0.1963626329
682	0.1963491413
683	0.1963397708
684	0.1963294213
685	0.1963101403
686	0.1962973598
687	0.1962802069
688	0.1962691203
689	0.1962475536
690	0.1962314014
691	0.1962176147
692	0.1962060237
693	0.1961919718
694	0.1961822705
695	0.1961665795
696	0.1961552043
697	0.1961405469
698	0.1961292589
699	0.1961017751
700	0.1960900124
701	0.1960774242
702	0.1960643536
703	0.1960517474
704	0.1960385011
705	0.1960283252
706	0.1960150148
707	0.1960004385
708	0.1959840289
709	0.1959662109
710	0.1959503552
711	0.1959350231
712	0.1959224287
713	0.195906699
714	0.1958893576
715	0.1958803247
716	0.1958639318
717	0.1958431393
718	0.1958268068
719	0.1958174791
720	0.1958069703
721	0.1957870539
722	0.195776723
723	0.1957652553
724	0.1957471945
725	0.1957346794
726	0.1957156101
727	0.19570283
728	0.1956822491
729	0.1956610984
730	0.1956404236
731	0.1956187373
732	0.1956004795
733	0.1955866598
734	0.1955722824
735	0.1955567011
736	0.1955403707
737	0.1955258527
738	0.1955109099
739	0.1954988819
740	0.1954811793
741	0.1954620108
742	0.1954452221
743	0.1954365961
744	0.1954267945
745	0.1954109486
746	0.1953971603
747	0.1953848821
748	0.195366171
749	0.1953490038
750	0.1953310794
751	0.1953130385
752	0.1952964619
753	0.1952856091
754	0.195275609
755	0.195263518
756	0.1952513258
757	0.1952419617
758	0.1952286062
759	0.1952166106
760	0.1952055589
761	0.1951953159
762	0.1951824365
763	0.1951648589
764	0.195149357
765	0.1951374485
766	0.1951251473
767	0.1951114644
768	0.1951043858
769	0.1950868039
770	0.1950708412
771	0.1950550657
772	0.1950416146
773	0.1950262882
774	0.1950096639
775	0.1949986184
776	0.1949808873
777	0.1949638299
778	0.194947309
779	0.1949352183
780	0.194923329
781	0.1949079773
782	0.194890768
783	0.1948755636
784	0.1948636656
785	0.1948478076
786	0.1948320433
787	0.194815474
788	0.1948017535
789	0.1947836392
790	0.194770106
791	0.1947591777
792	0.1947389689
793	0.1947286096
794	0.1947115505
795	0.1946971259
796	0.1946815661
797	0.1946625156
798	0.1946461502
799	0.1946300283
800	0.1946137662
801	0.1946038541
802	0.19459061
803	0.1945749602
804	0.1945637395
805	0.1945494048
806	0.1945330521
807	0.1945202261
808	0.194506496
809	0.1944970724
810	0.1944825515
811	0.194469266
812	0.1944517226
813	0.1944378824
814	0.1944200317
815	0.1944055972
816	0.1943962482
817	0.1943842291
818	0.1943690204
819	0.194353955
820	0.194335574
821	0.1943278969
822	0.1943145195
823	0.1942999189
824	0.1942809032
825	0.1942640047
826	0.1942482794
827	0.1942308486
828	0.1942129093
829	0.1942001555
830	0.1941892228
831	0.1941729676
832	0.194163914
833	0.1941464196
834	0.1941279151
835	0.1941186596
836	0.1941013283
837	0.1940895489
838	0.1940798259
839	0.1940659463
840	0.1940519511
841	0.1940328434
842	0.1940162906
843	0.1940073023
844	0.1939907635
845	0.1939755243
846	0.193959438
847	0.1939447049
848	0.1939340787
849	0.1939197839
850	0.1939125655
851	0.1938960655
852	0.1938788684
853	0.1938645241
854	0.1938570733
855	0.1938392522
856	0.1938193231
857	0.1938041848
858	0.1937894456
859	0.1937822017
860	0.1937665514
861	0.1937552622
862	0.1937380902
863	0.1937216492
864	0.1937054565
865	0.193683034
866	0.1936652518
867	0.1936535763
868	0.193642173
869	0.1936291939
870	0.1936164609
871	0.1936065392
872	0.193591664
873	0.1935775078
874	0.1935643892
875	0.1935516642
876	0.1935413807
877	0.1935245598
878	0.1935039534
879	0.1934906226
880	0.1934795122
881	0.1934614393
882	0.1934486375
883	0.1934302169
884	0.1934109783
885	0.193397623
886	0.1933870134
887	0.1933701725
888	0.1933515999
889	0.1933406335
890	0.1933270447
891	0.1933132072
892	0.1933004255
893	0.1932915718
894	0.1932796863
895	0.1932671576
896	0.1932559313
897	0.1932427125
898	0.193226415
899	0.1932125749
900	0.1932002842
901	0.1931859146
902	0.1931722514
903	0.1931564939
904	0.1931407363
905	0.1931328161
906	0.1931257061
907	0.1931079178
908	0.1930940461
909	0.1930825183
910	0.193065316
911	0.1930547847
912	0.1930414892
913	0.1930315351
914	0.1930134441
915	0.1929993493
916	0.1929814002
917	0.1929745295
918	0.1929626386
919	0.1929539551
920	0.1929373036
921	0.192918807
922	0.1929036797
923	0.1928908308
924	0.192880055
925	0.1928685393
926	0.1928556505
927	0.1928430306
928	0.1928347283
929	0.1928255657
930	0.1928130167
931	0.1928024429
932	0.192791097
933	0.1927793729
934	0.1927680693
935	0.1927573243
936	0.1927463679
937	0.192729996
938	0.1927206202
939	0.1927071987
940	0.1926976383
941	0.1926872014
942	0.1926721973
943	0.1926586528
944	0.1926482785
945	0.1926336225
946	0.1926164383
947	0.1926064238
948	0.1925927724
949	0.1925789279
950	0.1925583766
951	0.1925467982
952	0.1925346377
953	0.1925200706
954	0.1925073156
955	0.1924918516
956	0.1924803698
957	0.1924638447
958	0.1924470286
959	0.1924329906
960	0.1924182955
961	0.1924051102
962	0.1923905811
963	0.1923777974
964	0.1923653825
965	0.1923577637
966	0.1923423321
967	0.1923359629
968	0.1923281195
969	0.1923196953
970	0.1923090721
971	0.1922990137
972	0.1922878254
973	0.1922733695
974	0.1922630119
975	0.1922467619
976	0.1922365688
977	0.1922220666
978	0.192208593
979	0.1921982432
980	0.1921882707
981	0.1921770948
982	0.1921607578
983	0.1921483783
984	0.1921297725
985	0.1921160505
986	0.1921034713
987	0.1920919526
988	0.1920808712
989	0.1920646956
990	0.1920470334
991	0.19203617
992	0.1920219819
993	0.1920076988
994	0.1919960929
995	0.1919825673
996	0.191972087
997	0.1919551695
998	0.1919388839
999	0.1919270248
1000	0.1919132932
1001	0.1918974748
1002	0.1918789925
1003	0.1918664714
1004	0.1918546903
1005	0.1918424871
1006	0.1918284715
1007	0.1918175472
1008	0.191802481
1009	0.1917907562
1010	0.1917828672
1011	0.1917723307
1012	0.1917560236
1013	0.1917420694
1014	0.1917302078
1015	0.1917205051
1016	0.1917074282
1017	0.1916948965
1018	0.1916847802
1019	0.1916758815
1020	0.1916631753
1021	0.1916472462
1022	0.1916378285
1023	0.1916268412
1024	0.1916136615
1025	0.1915965432
1026	0.1915814289
1027	0.1915672266
1028	0.1915573322
1029	0.191543657
1030	0.1915281374
1031	0.1915171225
1032	0.1915044555
1033	0.1914888275
1034	0.1914799443
1035	0.1914705723
1036	0.1914613889
1037	0.1914467601
1038	0.1914303611
1039	0.1914211431
1040	0.1914067055
1041	0.1913911856
1042	0.1913762356
1043	0.191360856
1044	0.191340247
1045	0.1913280062
1046	0.1913164173
1047	0.191298794
1048	0.1912876876
1049	0.1912747247
1050	0.1912601079
1051	0.1912518925
1052	0.191233097
1053	0.1912239907
1054	0.1912128546
1055	0.1912012776
1056	0.1911823471
1057	0.1911696311
1058	0.1911529397
1059	0.1911451612
1060	0.1911216
1061	0.1911030186
1062	0.1910945163
1063	0.1910828795
1064	0.1910660844
1065	0.1910523588
1066	0.1910374037
1067	0.1910240626
1068	0.1910101408
1069	0.1909893147
1070	0.1909772512
1071	0.1909686551
1072	0.190955614
1073	0.1909440173
1074	0.1909351566
1075	0.1909233613
1076	0.1909108234
1077	0.1908987602
1078	0.1908916074
1079	0.1908845125
1080	0.1908664275
1081	0.1908522653
1082	0.1908363075
1083	0.1908178973
1084	0.1908095938
1085	0.190796161
1086	0.1907873884
1087	0.1907747272
1088	0.1907622544
1089	0.1907547601
1090	0.1907489793
1091	0.1907322291
1092	0.1907215997
1093	0.1907096316
1094	0.190701257
1095	0.1906855682
1096	0.1906767003
1097	0.1906659442
1098	0.1906498743
1099	0.1906383187
1100	0.190627469
1101	0.190614507
1102	0.1906026203
1103	0.1905913158
1104	0.190578864
1105	0.1905640021
1106	0.1905508872
1107	0.1905392304
1108	0.1905309031
1109	0.1905186438
1110	0.1905086318
1111	0.1904976852
1112	0.1904811194
1113	0.1904719736
1114	0.1904578439
1115	0.1904462442
1116	0.1904309089
1117	0.1904137559
1118	0.1903985391
1119	0.1903868871
1120	0.1903750868
1121	0.1903572714
1122	0.19034098
1123	0.1903306827
1124	0.1903213031
1125	0.1903097039
1126	0.1902986874
1127	0.1902889455
1128	0.1902688077
1129	0.1902557684
1130	0.190237477
1131	0.1902216885
1132	0.1902070634
1133	0.1901939505
1134	0.1901775465
1135	0.1901634966
1136	0.1901523228
1137	0.1901363923
1138	0.1901250409
1139	0.1901054953
1140	0.190090848
1141	0.1900831283
1142	0.1900724294
1143	0.1900610406
1144	0.1900477858
1145	0.1900329544
1146	0.1900218438
1147	0.1900088304
1148	0.1899983904
1149	0.1899796187
1150	0.1899723643
1151	0.1899572334
1152	0.1899484565
1153	0.1899368183
1154	0.1899210942
1155	0.1899096127
1156	0.1898963331
1157	0.1898872992
1158	0.1898789259
1159	0.1898704868
1160	0.1898625452
1161	0.1898514416
1162	0.1898376019
1163	0.189826259
1164	0.189811402
1165	0.1898058592
1166	0.1897960733
1167	0.1897830806
1168	0.1897713932
1169	0.1897568774
1170	0.1897428824
1171	0.1897310552
1172	0.189717625
1173	0.1897050805
1174	0.1896947901
1175	0.1896857473
1176	0.1896726206
1177	0.189659369
1178	0.1896428616
1179	0.1896337717
1180	0.1896251643
1181	0.1896119038
1182	0.1896027849
1183	0.1895940067
1184	0.1895845129
1185	0.1895723523
1186	0.1895625373
1187	0.1895523563
1188	0.1895381949
1189	0.1895258645
1190	0.1895120961
1191	0.1895025249
1192	0.1894894785
1193	0.1894778915
1194	0.1894682303
1195	0.1894579602
1196	0.1894450185
1197	0.1894357691
1198	0.1894238775
1199	0.1894070632
1200	0.189392909
1201	0.1893804335
1202	0.1893714969
1203	0.1893636055
1204	0.1893498561
1205	0.189339139
1206	0.1893292043
1207	0.1893159192
1208	0.1893013458
1209	0.1892867428
1210	0.1892737227
1211	0.1892547578
1212	0.1892464915
1213	0.1892350977
1214	0.1892271118
1215	0.1892166527
1216	0.1892087323
1217	0.1891990786
1218	0.1891888832
1219	0.1891765497
1220	0.1891647879
1221	0.1891503907
1222	0.1891403348
1223	0.1891259675
1224	0.189114913
1225	0.1891034833
1226	0.1890956397
1227	0.1890875739
1228	0.1890795705
1229	0.1890708343
1230	0.1890586342
1231	0.1890405678
1232	0.1890318754
1233	0.1890155383
1234	0.1890043884
1235	0.1889943074
1236	0.188981574
1237	0.1889727405
1238	0.188960741
1239	0.1889492155
1240	0.1889380091
1241	0.1889302912
1242	0.1889166199
1243	0.1889003263
1244	0.1888931291
1245	0.1888821698
1246	0.1888727106
1247	0.1888619877
1248	0.1888488662
1249	0.1888424009
1250	0.188826461
1251	0.188814296
1252	0.1888014108
1253	0.1887842605
1254	0.188773947
1255	0.1887660599
1256	0.1887504239
1257	0.1887362114
1258	0.1887265754
1259	0.1887132098
1260	0.1887034952
1261	0.1886809529
1262	0.188667572
1263	0.1886536009
1264	0.1886438936
1265	0.188637913
1266	0.1886264928
1267	0.1886162673
1268	0.1886047138
1269	0.1885957028
1270	0.1885836613
1271	0.1885684957
1272	0.1885572658
1273	0.1885441319
1274	0.1885279067
1275	0.1885193382
1276	0.1885051527
1277	0.1884933342
1278	0.1884814732
1279	0.1884671134
1280	0.188452031
1281	0.1884389165
1282	0.1884242983
1283	0.1884076969
1284	0.1883961112
1285	0.1883836214
1286	0.1883716493
1287	0.1883624831
1288	0.1883524415
1289	0.1883401595
1290	0.1883286338
1291	0.188313883
1292	0.1882982698
1293	0.1882881138
1294	0.1882732162
1295	0.188260078
1296	0.1882497592
1297	0.1882373087
1298	0.1882240176
1299	0.1882157648
1300	0.1882088862
1301	0.1881948289
1302	0.188181039
1303	0.1881696453
1304	0.1881562291
1305	0.188145532
1306	0.1881346848
1307	0.1881274281
1308	0.1881117657
1309	0.1880968063
1310	0.1880855499
1311	0.1880730045
1312	0.1880646938
1313	0.18805028
1314	0.1880343018
1315	0.1880210026
1316	0.1880074166
1317	0.1879938389
1318	0.187980066
1319	0.1879721232
1320	0.1879630998
1321	0.1879527911
1322	0.1879435985
1323	0.1879324447
1324	0.1879193076
1325	0.1879055823
1326	0.1878971556
1327	0.187885872
1328	0.1878670722
1329	0.1878533787
1330	0.1878457838
1331	0.1878320041
1332	0.1878217859
1333	0.1878103885
1334	0.1877988406
1335	0.1877882744
1336	0.18777495
1337	0.1877650444
1338	0.1877523438
1339	0.1877416578
1340	0.1877244291
1341	0.1877162941
1342	0.1877094926
1343	0.1876971598
1344	0.1876837736
1345	0.1876731207
1346	0.1876639693
1347	0.1876502734
1348	0.1876354215
1349	0.1876191968
1350	0.187609845
1351	0.1875986806
1352	0.1875897288
1353	0.1875825211
1354	0.1875699468
1355	0.187557189
1356	0.1875455385
1357	0.1875303733
1358	0.1875205474
1359	0.187502864
1360	0.1874943684
1361	0.1874878054
1362	0.1874745482
1363	0.1874623807
1364	0.1874530091
1365	0.1874431133
1366	0.1874309971
1367	0.1874184992
1368	0.1874067389
1369	0.1873981747
1370	0.1873897773
1371	0.1873714801
1372	0.1873595225
1373	0.1873508459
1374	0.1873349774
1375	0.1873232321
1376	0.1873121164
1377	0.1872997843
1378	0.1872843229
1379	0.187275419
1380	0.1872635463
1381	0.1872536372
1382	0.1872411924
1383	0.1872287759
1384	0.1872174374
1385	0.1872101789
1386	0.1871936669
1387	0.1871816473
1388	0.1871687284
1389	0.1871598424
1390	0.1871494324
1391	0.1871376829
1392	0.1871312648
1393	0.1871192037
1394	0.187108446
1395	0.187093037
1396	0.1870749197
1397	0.1870588284
1398	0.1870479457
1399	0.1870383791
1400	0.187031186
1401	0.1870148587
1402	0.1870025689
1403	0.18699395
1404	0.1869809676
1405	0.1869707641
1406	0.186951326
1407	0.1869420896
1408	0.1869275767
1409	0.1869203759
1410	0.1869107963
1411	0.1869051121
1412	0.1868977317
1413	0.1868864379
1414	0.1868768113
1415	0.1868650304
1416	0.1868552916
1417	0.1868443572
1418	0.1868348878
1419	0.1868262731
1420	0.1868174193
1421	0.1868076857
1422	0.1867928457
1423	0.1867822624
1424	0.1867713166
1425	0.1867622747
1426	0.1867546352
1427	0.1867412284
1428	0.186731255
1429	0.1867208266
1430	0.1867107771
1431	0.1867027979
1432	0.1866895364
1433	0.1866820832
1434	0.1866656919
1435	0.1866523616
1436	0.1866423282
1437	0.1866311521
1438	0.1866193491
1439	0.1866061878
1440	0.1866006273
1441	0.1865899086
1442	0.1865747825
1443	0.1865615652
1444	0.1865531916
1445	0.1865428489
1446	0.1865362453
1447	0.1865197856
1448	0.1865106303
1449	0.1864980283
1450	0.1864890546
1451	0.1864760074
1452	0.186459303
1453	0.1864483052
1454	0.1864377258
1455	0.1864295696
1456	0.1864154525
1457	0.1864050997
1458	0.1863978072
1459	0.1863904131
1460	0.18637713
1461	0.186361395
1462	0.1863479711
1463	0.1863354849
1464	0.1863229692
1465	0.1863098877
1466	0.1862929358
1467	0.1862825381
1468	0.1862725889
1469	0.1862596597
1470	0.1862424948
1471	0.1862358332
1472	0.1862179706
1473	0.1862082598
1474	0.1861951525
1475	0.1861817567
1476	0.1861703344
1477	0.1861620129
1478	0.1861535093
1479	0.1861456451
1480	0.186136879
1481	0.1861271766
1482	0.1861123685
1483	0.1861014866
1484	0.1860896161
1485	0.1860800928
1486	0.1860644265
1487	0.1860534944
1488	0.1860457218
1489	0.1860338459
1490	0.1860242607
1491	0.1860103891
1492	0.185999683
1493	0.1859876246
1494	0.1859699323
1495	0.1859622351
1496	0.1859498756
1497	0.1859368611
1498	0.1859283014
1499	0.1859177852
